"date","elev.min","elev.max","elev.median","elev.mean","elev.range","dateR","DOY","Year"
1991-04-15,0.73,4.34,3.26,2.99125,3.61,1991-04-15,105,1991
1991-04-16,0.56,4.43,3.355,3.03,3.87,1991-04-16,106,1991
1991-04-17,0.41,4.47,3.43,3.01666666666667,4.06,1991-04-17,107,1991
1991-04-18,0.4,4.5,3.445,2.98166666666667,4.1,1991-04-18,108,1991
1991-04-19,0.54,4.46,3.5,2.95875,3.92,1991-04-19,109,1991
1991-04-20,0.77,4.49,3.45,2.95625,3.72,1991-04-20,110,1991
1991-04-21,1.07,4.49,3.305,2.96708333333333,3.42,1991-04-21,111,1991
1991-04-22,1.4,4.48,3.075,2.98166666666667,3.08,1991-04-22,112,1991
1991-04-23,1.89,4.46,3.06,3.12041666666667,2.57,1991-04-23,113,1991
1991-04-24,2.14,4.63,3.12,3.20083333333333,2.49,1991-04-24,114,1991
1991-04-25,1.87,4.48,3.165,3.13666666666667,2.61,1991-04-25,115,1991
1991-04-26,1.46,4.36,3.145,3.11083333333333,2.9,1991-04-26,116,1991
1991-04-27,1.05,4.22,3.155,2.99125,3.17,1991-04-27,117,1991
1991-04-28,0.84,4.27,3.185,2.96041666666667,3.43,1991-04-28,118,1991
1991-04-29,0.59,4.29,3.215,2.86708333333333,3.7,1991-04-29,119,1991
1991-04-30,0.63,4.36,3.29,2.91166666666667,3.73,1991-04-30,120,1991
1991-05-01,0.68,4.35,3.305,2.9375,3.67,1991-05-01,121,1991
1991-05-02,0.9,4.44,3.365,2.98916666666667,3.54,1991-05-02,122,1991
1991-05-03,1.07,4.38,3.47,3.05291666666667,3.31,1991-05-03,123,1991
1991-05-04,1.19,4.29,3.395,2.99208333333333,3.1,1991-05-04,124,1991
1991-05-05,1.48,4.26,3.33,3.01625,2.78,1991-05-05,125,1991
1991-05-06,1.72,4.26,3.21,3.05208333333333,2.54,1991-05-06,126,1991
1991-05-07,2.1,4.33,3.1,3.14375,2.23,1991-05-07,127,1991
1991-05-08,2.29,4.44,3.035,3.16666666666667,2.15,1991-05-08,128,1991
1991-05-09,2.23,4.27,2.965,3.05625,2.04,1991-05-09,129,1991
1991-05-10,1.68,4.23,3.015,2.98916666666667,2.55,1991-05-10,130,1991
1991-05-11,1.33,4.21,3.24,3.05625,2.88,1991-05-11,131,1991
1991-05-12,0.92,4.38,3.355,3.06208333333333,3.46,1991-05-12,132,1991
1991-05-13,0.53,4.43,3.425,3.05041666666667,3.9,1991-05-13,133,1991
1991-05-14,0.23,4.51,3.555,2.99458333333333,4.28,1991-05-14,134,1991
1991-05-15,0.12,4.66,3.52,3.00833333333333,4.54,1991-05-15,135,1991
1992-04-15,1.68,4.67,3.32,3.31958333333333,2.99,1992-04-15,106,1992
1992-04-16,1.49,4.81,3.545,3.46041666666667,3.32,1992-04-16,107,1992
1992-04-17,1.18,4.85,3.66,3.42333333333333,3.67,1992-04-17,108,1992
1992-04-18,0.74,4.62,3.485,3.17291666666667,3.88,1992-04-18,109,1992
1992-04-19,0.71,4.68,3.41,3.15125,3.97,1992-04-19,110,1992
1992-04-20,0.82,4.6,3.52,3.14875,3.78,1992-04-20,111,1992
1992-04-21,0.99,4.59,3.51,3.12666666666667,3.6,1992-04-21,112,1992
1992-04-22,1.08,4.38,3.495,3.06125,3.3,1992-04-22,113,1992
1992-04-23,1.26,4.3,3.255,2.94875,3.04,1992-04-23,114,1992
1992-04-24,1.73,4.27,3.15,3.03333333333333,2.54,1992-04-24,115,1992
1992-04-25,1.99,4.3,3.015,3.07208333333333,2.31,1992-04-25,116,1992
1992-04-26,2.26,4.37,3.035,3.1325,2.11,1992-04-26,117,1992
1992-04-27,2.38,4.29,3.055,3.13291666666667,1.91,1992-04-27,118,1992
1992-04-28,2.11,4.21,3.09,3.10833333333333,2.1,1992-04-28,119,1992
1992-04-29,2.01,4.32,3.335,3.29541666666667,2.31,1992-04-29,120,1992
1992-04-30,1.57,4.39,3.325,3.19416666666667,2.82,1992-04-30,121,1992
1992-05-01,1.12,4.17,3.285,3.04625,3.05,1992-05-01,122,1992
1992-05-02,0.81,4.29,3.4,3.01666666666667,3.48,1992-05-02,123,1992
1992-05-03,0.58,4.49,3.435,3.00291666666667,3.91,1992-05-03,124,1992
1992-05-04,0.48,4.61,3.505,3.07416666666667,4.13,1992-05-04,125,1992
1992-05-05,0.51,4.62,3.58,3.08333333333333,4.11,1992-05-05,126,1992
1992-05-06,0.54,4.62,3.57,3.05041666666667,4.08,1992-05-06,127,1992
1992-05-07,0.7,4.54,3.485,3.01375,3.84,1992-05-07,128,1992
1992-05-08,1.05,4.6,3.32,3.03541666666667,3.55,1992-05-08,129,1992
1992-05-09,1.42,4.59,3.145,3.06166666666667,3.17,1992-05-09,130,1992
1992-05-10,1.85,4.73,3.08,3.17458333333333,2.88,1992-05-10,131,1992
1992-05-11,2.1,4.58,2.955,3.05166666666667,2.48,1992-05-11,132,1992
1992-05-12,1.65,4.43,2.99,3.03583333333333,2.78,1992-05-12,133,1992
1992-05-13,1.24,4.4,3.2,3.03708333333333,3.16,1992-05-13,134,1992
1992-05-14,0.91,4.39,3.305,3.07833333333333,3.48,1992-05-14,135,1992
1992-05-15,0.78,4.42,3.45,3.11166666666667,3.64,1992-05-15,136,1992
1993-04-15,1.93,4.43,3.055,3.09916666666667,2.5,1993-04-15,105,1993
1993-04-16,2.19,4.28,3.1,3.12625,2.09,1993-04-16,106,1993
1993-04-17,2.38,4.29,3.195,3.20791666666667,1.91,1993-04-17,107,1993
1993-04-18,2.01,4.33,3.19,3.14625,2.32,1993-04-18,108,1993
1993-04-19,1.7,4.04,3.01,3.01666666666667,2.34,1993-04-19,109,1993
1993-04-20,1.44,4.14,3.235,3.11125,2.7,1993-04-20,110,1993
1993-04-21,1.32,4.27,3.24,3.1125,2.95,1993-04-21,111,1993
1993-04-22,1.17,4.4,3.44,3.15833333333333,3.23,1993-04-22,112,1993
1993-04-23,1.15,4.63,3.575,3.23541666666667,3.48,1993-04-23,113,1993
1993-04-24,1.03,4.58,3.515,3.2425,3.55,1993-04-24,114,1993
1993-04-25,1.13,4.59,3.535,3.23333333333333,3.46,1993-04-25,115,1993
1993-04-26,1.08,4.5,3.535,3.17166666666667,3.42,1993-04-26,116,1993
1993-04-27,0.99,4.42,3.44,3.0175,3.43,1993-04-27,117,1993
1993-04-28,1.18,4.4,3.305,2.99708333333333,3.22,1993-04-28,118,1993
1993-04-29,1.35,4.39,3.17,2.98666666666667,3.04,1993-04-29,119,1993
1993-04-30,1.55,4.43,2.935,2.93083333333333,2.88,1993-04-30,120,1993
1993-05-01,2.04,4.44,3.045,3.06125,2.4,1993-05-01,121,1993
1993-05-02,1.81,4.45,3.03,3.04458333333333,2.64,1993-05-02,122,1993
1993-05-03,1.57,4.59,3.215,3.23333333333333,3.02,1993-05-03,123,1993
1993-05-04,0.96,4.58,3.26,3.11708333333333,3.62,1993-05-04,124,1993
1993-05-05,0.65,4.55,3.44,3.12791666666667,3.9,1993-05-05,125,1993
1993-05-06,0.6,4.64,3.555,3.16958333333333,4.04,1993-05-06,126,1993
1993-05-07,0.52,4.81,3.695,3.19291666666667,4.29,1993-05-07,127,1993
1993-05-08,0.42,4.71,3.455,3.10583333333333,4.29,1993-05-08,128,1993
1993-05-09,0.63,4.7,3.415,3.06916666666667,4.07,1993-05-09,129,1993
1993-05-10,0.97,4.71,3.46,3.1175,3.74,1993-05-10,130,1993
1993-05-11,1.19,4.56,3.275,3.05583333333333,3.37,1993-05-11,131,1993
1993-05-12,1.62,4.62,3.13,3.08916666666667,3,1993-05-12,132,1993
1993-05-13,1.95,4.53,3.01,3.09083333333333,2.58,1993-05-13,133,1993
1993-05-14,2.32,4.39,2.96,3.09375,2.07,1993-05-14,134,1993
1993-05-15,2.22,4.33,3.045,3.12541666666667,2.11,1993-05-15,135,1993
1994-04-15,1.08,4.16,3.145,2.925,3.08,1994-04-15,105,1994
1994-04-16,1.19,4.13,3.26,2.94125,2.94,1994-04-16,106,1994
1994-04-17,1.29,4.12,3.215,2.91375,2.83,1994-04-17,107,1994
1994-04-18,1.46,4.09,3.205,2.93708333333333,2.63,1994-04-18,108,1994
1994-04-19,1.58,4.19,3.055,2.93416666666667,2.61,1994-04-19,109,1994
1994-04-20,1.82,4.17,2.96,2.95333333333333,2.35,1994-04-20,110,1994
1994-04-21,1.86,4.26,2.955,3.01083333333333,2.4,1994-04-21,111,1994
1994-04-22,2.05,4.24,2.96,3.03208333333333,2.19,1994-04-22,112,1994
1994-04-23,1.66,4.41,3.15,3.11583333333333,2.75,1994-04-23,113,1994
1994-04-24,1.24,4.48,3.185,3.13541666666667,3.24,1994-04-24,114,1994
1994-04-25,0.85,4.67,3.34,3.15291666666667,3.82,1994-04-25,115,1994
1994-04-26,0.52,4.52,3.31,3.03791666666667,4,1994-04-26,116,1994
1994-04-27,0.35,4.51,3.335,2.97166666666667,4.16,1994-04-27,117,1994
1994-04-28,0.32,4.53,3.28,2.96208333333333,4.21,1994-04-28,118,1994
1994-04-29,0.58,4.53,3.34,2.99916666666667,3.95,1994-04-29,119,1994
1994-04-30,0.78,4.45,3.205,2.92708333333333,3.67,1994-04-30,120,1994
1994-05-01,1.17,4.49,3.135,2.95958333333333,3.32,1994-05-01,121,1994
1994-05-02,1.5,4.45,3.055,2.96916666666667,2.95,1994-05-02,122,1994
1994-05-03,1.97,4.4,2.925,3.02375,2.43,1994-05-03,123,1994
1994-05-04,2.27,4.43,3.01,3.09583333333333,2.16,1994-05-04,124,1994
1994-05-05,2.01,4.26,2.955,3.03958333333333,2.25,1994-05-05,125,1994
1994-05-06,1.75,4.12,3.015,3.02625,2.37,1994-05-06,126,1994
1994-05-07,1.56,4.12,3.13,3.06333333333333,2.56,1994-05-07,127,1994
1994-05-08,1.37,4.05,3.25,3.07,2.68,1994-05-08,128,1994
1994-05-09,1.19,4.18,3.34,3.07833333333333,2.99,1994-05-09,129,1994
1994-05-10,1.08,4.24,3.39,3.05916666666667,3.16,1994-05-10,130,1994
1994-05-11,1.03,4.37,3.445,3.0975,3.34,1994-05-11,131,1994
1994-05-12,0.98,4.39,3.395,3.06,3.41,1994-05-12,132,1994
1994-05-13,0.93,4.37,3.395,3.02958333333333,3.44,1994-05-13,133,1994
1994-05-14,1.09,4.49,3.36,3.07458333333333,3.4,1994-05-14,134,1994
1994-05-15,1.27,4.47,3.435,3.1375,3.2,1994-05-15,135,1994
1995-04-15,1.03,4.29,3.11,3.00541666666667,3.26,1995-04-15,105,1995
1995-04-16,0.69,4.43,3.11,2.9775,3.74,1995-04-16,106,1995
1995-04-17,0.68,4.48,3.355,3.07791666666667,3.8,1995-04-17,107,1995
1995-04-18,0.59,4.43,3.25,2.98041666666667,3.84,1995-04-18,108,1995
1995-04-19,0.71,4.57,3.22,3.00541666666667,3.86,1995-04-19,109,1995
